author,seed_doi,seed_title,seed_short_title,n_seed_dois_cited_by_author,n_citing_works_by_author
Santiago M. Perez‐Vincent,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,2,3
Sebastián Chaskel,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,3
Sebastián Chaskel,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,3
Thanh Lê,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,2,3
Thanh Lê,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,2,3
Vincent Reina,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,2,3
Vincent Reina,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,2,3
Wim Naudé,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,2,3
Wim Naudé,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,2,3
Лілія Нікіфорова,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,2,3
Лілія Нікіфорова,10.3386/w31409,Choose Your Moments: Peer Review and Scientific Risk Taking,Choose Your Moments,2,3
Anatoliy A. Shiyan,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,2,2
Anatoliy A. Shiyan,10.3386/w31409,Choose Your Moments: Peer Review and Scientific Risk Taking,Choose Your Moments,2,2
Anonymous Anonymous,10.3386/w30624,Legalizing Entrepreneurship,Legalizing Entrepreneurship,2,2
Anonymous Anonymous,10.3386/w30740,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",2,2
Anton Korinek,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,2,2
Anton Korinek,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,2,2
Bei Liu,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,2,2
Bei Liu,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,2,2
Caroline Flammer,10.1287/mnsc.2023.4846,The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo,The Governance of Nonprofits and Their Social Impact,2,2
Caroline Flammer,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,2,2
Christopher M. Snyder,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Christopher M. Snyder,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Daniel Salicath,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Daniel Salicath,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Dayong Zhang,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,2,2
Dayong Zhang,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,2,2
Dimitrios Gouglas,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Dimitrios Gouglas,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Elisa M. Maffioli,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,2,2
Elisa M. Maffioli,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,2,2
Erin Grela,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Erin Grela,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Felix Stein,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Felix Stein,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Francisco Gallego,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,2,2
Francisco Gallego,10.3386/w31208,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Building Resilient Education Systems,2,2
Frederico Finan,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,2,2
Frederico Finan,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change,2,2
Garima Sharma,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Garima Sharma,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Girija Vaidyanathan,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Girija Vaidyanathan,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Hitoshi Shigeoka,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Hitoshi Shigeoka,10.3386/w31554,Urban Forests: Environmental Health Values and Risks,Urban Forests,2,2
Jules Gazeaud,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,2,2
Jules Gazeaud,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,2,2
Kelsey Wright,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Kelsey Wright,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,2,2
Kendall Hoyt,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Kendall Hoyt,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Klaus Prettner,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Klaus Prettner,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Luke Kemp,10.1016/j.cognition.2021.104941,Population ethical intuitions,Population ethical intuitions,2,2
Luke Kemp,10.1016/j.ijdrr.2022.102798,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Long term cost-effectiveness of resilient foods for global catastrophes compared…,2,2
Madeline McKelway,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Madeline McKelway,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Marcella Alsan,10.1093/ej/uead102,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,2,2
Marcella Alsan,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,2,2
Mark J. D. Jordans,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Mark J. D. Jordans,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Maryam Kouchaki,10.1016/j.cognition.2021.104941,Population ethical intuitions,Population ethical intuitions,2,2
Maryam Kouchaki,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,2,2
Matthew J. Kotchen,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Matthew J. Kotchen,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change,2,2
Matthias Kalkuhl,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,2,2
Matthias Kalkuhl,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,2,2
Matthias Rodemeier,10.3386/w30740,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",2,2
Matthias Rodemeier,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,2,2
Maulik Jagnani,10.1257/aeri.20230431,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Money (Not) to Burn,2,2
Maulik Jagnani,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,2,2
Michael Kremer,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Michael Kremer,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Michael Kühn,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Michael Kühn,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,2,2
Mika Akesaka,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Mika Akesaka,10.3386/w31554,Urban Forests: Environmental Health Values and Risks,Urban Forests,2,2
Ming‐ang Zhang,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,2,2
Ming‐ang Zhang,10.3386/w31554,Urban Forests: Environmental Health Values and Risks,Urban Forests,2,2
Nikita Zakharov,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,2,2
Nikita Zakharov,10.3386/w33018,Misperceptions and Demand for Democracy under Authoritarianism,Misperceptions and Demand for Democracy under Authoritarianism,2,2
Peter Schwardmann,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,2,2
Peter Schwardmann,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Qiang Ji,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,2,2
Qiang Ji,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,2,2
Qiang Wang,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,2,2
Qiang Wang,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,2,2
Richard Sedlmayr,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Richard Sedlmayr,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Rob Garlick,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,2,2
Rob Garlick,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",2,2
Rohini Pande,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,2,2
