research,criteria,publication_status,main_cause_cat,evaluator,anonymous,middle_rating,lower_ci,upper_ci,confidence_level,checked_against_source,notes_on_check_against_source,evaluator_comment,eval_weight_not_used_yet,cause_areas,journal_publication_title,publication_date_unjournal,row_created_date,.rowid,doi_key,arxiv_key,title_key,first_author,year_key,uj_map_key
Artificial Intelligence and Economic Growth,logic_comms,book chapter,Emerging technologies: social and economic impacts (focus: AI),Phil Trammel,false,45,30,70,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,University of Chicago Press,2023-03-16,6/7/2024 4:40:59 PM,87,NA,NA,NA,NA,NA,NA
Artificial Intelligence and Economic Growth,real_world,book chapter,Emerging technologies: social and economic impacts (focus: AI),Phil Trammel,false,NA,NA,NA,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,University of Chicago Press,2023-03-16,6/7/2024 4:40:59 PM,88,NA,NA,NA,NA,NA,NA
Artificial Intelligence and Economic Growth,gp_relevance,book chapter,Emerging technologies: social and economic impacts (focus: AI),Phil Trammel,false,92,80,100,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,University of Chicago Press,2023-03-16,6/7/2024 4:40:59 PM,89,NA,NA,NA,NA,NA,NA
Artificial Intelligence and Economic Growth,journal_predict,book chapter,Emerging technologies: social and economic impacts (focus: AI),Phil Trammel,false,3.5,NA,NA,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,University of Chicago Press,2023-03-16,6/7/2024 4:40:59 PM,90,NA,NA,NA,NA,NA,NA
Artificial Intelligence and Economic Growth,open_sci,book chapter,Emerging technologies: social and economic impacts (focus: AI),Phil Trammel,false,80,NA,NA,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,University of Chicago Press,2023-03-16,6/7/2024 4:40:59 PM,91,NA,NA,NA,NA,NA,NA
Artificial Intelligence and Economic Growth,merits_journal,book chapter,Emerging technologies: social and economic impacts (focus: AI),Phil Trammel,false,5,NA,NA,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,University of Chicago Press,2023-03-16,6/7/2024 4:40:59 PM,92,NA,NA,NA,NA,NA,NA
Artificial Intelligence and Economic Growth,overall,book chapter,Emerging technologies: social and economic impacts (focus: AI),Phil Trammel,false,92,80,100,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,University of Chicago Press,2023-03-16,6/7/2024 4:40:59 PM,93,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,adv_knowledge,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,80,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",94,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,methods,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,50,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",95,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,logic_comms,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,70,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",96,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,real_world,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,90,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",97,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,gp_relevance,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,65,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",98,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,journal_predict,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,2.5,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",99,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,open_sci,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,50,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",100,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,merits_journal,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,3,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",101,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,overall,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Liew Jia Huan,false,75,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",102,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,adv_knowledge,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,70,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",103,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,methods,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,80,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",104,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,logic_comms,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,70,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",105,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,real_world,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,90,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",106,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,gp_relevance,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,80,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",107,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,journal_predict,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,3,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",108,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,open_sci,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,70,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",109,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,merits_journal,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,3,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",110,NA,NA,NA,NA,NA,NA
Banning wildlife trade can boost demand for unregulated threatened species,overall,Published,? journal,Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,75,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM",111,NA,NA,NA,NA,NA,NA
Biodiversity risk,adv_knowledge,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,70,60,80,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 8:50:36 AM",112,NA,NA,NA,NA,NA,NA
Biodiversity risk,methods,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,70,60,85,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 8:52:56 AM",113,NA,NA,NA,NA,NA,NA
Biodiversity risk,logic_comms,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,81,70,91,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 8:52:58 AM",114,NA,NA,NA,NA,NA,NA
Biodiversity risk,open_sci,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,90,70,100,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:03:34 AM",115,NA,NA,NA,NA,NA,NA
Biodiversity risk,real_world,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,71,59,80,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 8:53:01 AM",116,NA,NA,NA,NA,NA,NA
Biodiversity risk,gp_relevance,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,92,85,100,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 8:53:11 AM",117,NA,NA,NA,NA,NA,NA
Biodiversity risk,merits_journal,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,4,3.5,4.5,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 8:53:14 AM",118,NA,NA,NA,NA,NA,NA
Biodiversity risk,journal_predict,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,4.5,4,5.0,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:04:58 AM",119,NA,NA,NA,NA,NA,NA
Biodiversity risk,overall,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 1,true,65,50,80,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 8:53:17 AM",120,NA,NA,NA,NA,NA,NA
Biodiversity risk,adv_knowledge,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,45,39,50,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",121,NA,NA,NA,NA,NA,NA
Biodiversity risk,methods,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,45,40,50,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",122,NA,NA,NA,NA,NA,NA
Biodiversity risk,logic_comms,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,68,60,75,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",123,NA,NA,NA,NA,NA,NA
Biodiversity risk,open_sci,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,90,80,100,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",124,NA,NA,NA,NA,NA,NA
Biodiversity risk,real_world,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,63,55,70,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",125,NA,NA,NA,NA,NA,NA
Biodiversity risk,gp_relevance,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,86,75,100,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",126,NA,NA,NA,NA,NA,NA
Biodiversity risk,merits_journal,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,3.5,3.1,4.0,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",127,NA,NA,NA,NA,NA,NA
Biodiversity risk,journal_predict,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,4.4,3.3,5.0,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",128,NA,NA,NA,NA,NA,NA
Biodiversity risk,overall,Revise and resubmit,The Environment: Harm to human health,biodiversity,risks and climate change,Anon. Evaluator 2,true,61,51,72,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,WP,2024-08-26,8/15/2024 9:06:15 AM",129,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:38:14 AM,130,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,85,80,90,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM,131,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,84,75,90,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM,132,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,75,60,90,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM,133,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM,134,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM,135,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,4.3,3.7,4.8,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM,136,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,4.5,4,4.8,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM,137,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,90,85,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM,138,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,claims,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,80,72,88,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM,139,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,88,78,98,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:56 AM,140,NA,NA,NA,NA,NA,NA
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,78,68,88,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM,141,NA,NA,NA,NA,NA,NA
