label_paper,label_paper_title,evaluator,criteria,middle_rating,lower_ci,upper_ci,rationale
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Romain Espinosa,open_sci,NA,NA,NA,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Romain Espinosa,real_world,NA,NA,NA,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Romain Espinosa,gp_relevance,NA,NA,NA,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,overall,85,80,90,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,adv_knowledge,75,70,80,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,methods,95,90,100,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,logic_comms,95,90,100,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,open_sci,85,80,90,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,real_world,75,70,80,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,gp_relevance,75,70,80,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,merits_journal,4.5,4,5,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 2,journal_predict,4,3.5,4.5,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,overall,80,65,95,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,adv_knowledge,70,50,90,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,methods,90,85,95,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,logic_comms,90,85,95,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,open_sci,90,85,95,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,real_world,80,70,89,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,gp_relevance,80,70,89,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,merits_journal,4.2,3.5,4.9,
NA,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,Evaluator 1,journal_predict,4.2,3.5,4.9,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,overall,90,80,100,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,claims,92,85,100,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,adv_knowledge,98,95,100,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,methods,88,75,100,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,logic_comms,100,100,100,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,open_sci,100,100,100,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,real_world,95,90,100,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,gp_relevance,95,90,100,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,merits_journal,4.7,4.5,5,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 2,journal_predict,4.7,4.5,5,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,merits_journal,4.5,4,5,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,claims,85,75,95,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,overall,85,80,90,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,adv_knowledge,90,89,91,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,methods,80,70,90,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,logic_comms,85,75,95,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,open_sci,25,10,40,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,real_world,85,80,90,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,gp_relevance,85,80,90,
Bilal 2024,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Evaluator 1,journal_predict,4.5,4,5,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 2,real_world,80,70,90,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 2,gp_relevance,80,70,90,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 2,open_sci,80,75,85,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 2,logic_comms,90,85,95,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 2,adv_knowledge,90,85,95,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 2,methods,65,60,70,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 2,claims,70,65,75,
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 2,overall,80,70,90,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,adv_knowledge,88,78,98,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,claims,80,72,88,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,methods,78,68,88,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,logic_comms,79,71,87,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,open_sci,62,52,72,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,real_world,90,85,95,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,gp_relevance,90,85,95,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,merits_journal,3.9,3.5,4.4,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,journal_predict,4.5,4,5,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 2,overall,83,73,93,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,adv_knowledge,95,90,100,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,methods,85,80,90,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,logic_comms,84,75,90,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,open_sci,75,60,90,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,real_world,95,90,100,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,gp_relevance,95,90,100,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,merits_journal,4.3,3.7,4.8,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,journal_predict,4.5,4,4.8,
NA,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Evaluator 1,overall,90,85,95,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Gregory Lewis,overall,71,27,87,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Gregory Lewis,adv_knowledge,81,56,96,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Gregory Lewis,claims,79,16,90,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Gregory Lewis,methods,75,88,33,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Gregory Lewis,logic_comms,88,64,95,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Gregory Lewis,open_sci,89,76,99,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Gregory Lewis,real_world,65,18,89,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Gregory Lewis,gp_relevance,60,40,75,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Yassin Alaya,adv_knowledge,65,30,100,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Yassin Alaya,methods,60,45,75,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Yassin Alaya,logic_comms,50,30,70,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Yassin Alaya,open_sci,60,35,85,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Yassin Alaya,real_world,70,50,90,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Yassin Alaya,gp_relevance,90,80,100,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Yassin Alaya,merits_journal,4.5,3,5,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Yassin Alaya,journal_predict,2,0,4,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Mike Hinge,adv_knowledge,75,65,85,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Mike Hinge,claims,85,70,90,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Mike Hinge,methods,75,65,85,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Mike Hinge,logic_comms,85,70,90,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Mike Hinge,open_sci,90,80,95,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Mike Hinge,real_world,75,65,83,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Mike Hinge,gp_relevance,75,65,83,
Clancy 2024,The Returns to Science In the Presence of Technological Risks,Mike Hinge,overall,80,60,88,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,merits_journal,4.5,4,5,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,merits_journal,3.5,3,4,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,claims,90,80,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,adv_knowledge,80,70,90,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,methods,85,75,95,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,logic_comms,95,90,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,open_sci,90,80,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,real_world,95,90,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,gp_relevance,95,90,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 2,overall,90,80,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,adv_knowledge,85,75,95,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,methods,85,75,95,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,logic_comms,85,75,95,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,open_sci,85,75,95,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,real_world,95,90,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,gp_relevance,95,90,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,overall,87,77,97,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,overall,87,77,97,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,gp_relevance,95,90,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,open_sci,85,75,95,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,real_world,95,90,100,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,methods,85,75,95,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,logic_comms,85,75,95,
NA,"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",Evaluator 1,adv_knowledge,85,75,95,
Epperson and Gerster 2024,Willful Ignorance and Moral Behavior,Romain Espinosa,adv_knowledge,85,80,90,
