author,n_seed_dois_cited,n_citing_works,seed_dois,seed_short_titles,seed_titles_full
Caroline Flammer,2,2,10.1287/mnsc.2023.4846; 10.3386/w31137,The Governance of Nonprofits and Their Social Impact; Biodiversity Risk,The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo; Biodiversity Risk
Christopher M. Snyder,2,2,10.1257/pandp.20201017; 10.3386/w26775,Advance Market Commitments; Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience; Advance Market Commitments: Insights from Theory and Experience
Daniel Salicath,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Dayong Zhang,2,2,10.1257/aer.20221215; 10.3386/w31137,Does the Squeaky Wheel Get More Grease? The Direct and…; Biodiversity Risk,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China; Biodiversity Risk
Dimitrios Gouglas,2,2,10.1257/pandp.20201017; 10.3386/w26775,Advance Market Commitments; Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience; Advance Market Commitments: Insights from Theory and Experience
Elisa M. Maffioli,2,2,10.3386/w28726; 10.3386/w30835,Selecting the Most Effective Nudge; Water Treatment And Child Mortality,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization; Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis
Erin Grela,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Felix Stein,2,2,10.1257/pandp.20201017; 10.3386/w26775,Advance Market Commitments; Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience; Advance Market Commitments: Insights from Theory and Experience
Francisco Gallego,2,2,10.3386/w28106; 10.3386/w31208,The Comparative Impact of Cash Transfers and a Psychotherapy Program…; Building Resilient Education Systems,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being; Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries
Frederico Finan,2,2,10.3386/w28726; 10.3386/w32728,Selecting the Most Effective Nudge; A Welfare Analysis of Policies Impacting Climate Change,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization; A Welfare Analysis of Policies Impacting Climate Change
Garima Sharma,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Girija Vaidyanathan,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Hitoshi Shigeoka,2,2,10.1257/aeri.20210612; 10.3386/w31554,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; Urban Forests,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; Urban Forests: Environmental Health Values and Risks
Jules Gazeaud,2,2,10.3386/w23929; 10.3386/w30835,Effects of Emigration on Rural Labor Markets; Water Treatment And Child Mortality,Effects of Emigration on Rural Labor Markets; Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis
Kelsey Wright,2,2,10.1257/aeri.20210612; 10.3386/w28106,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Comparative Impact of Cash Transfers and a Psychotherapy Program…,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Kendall Hoyt,2,2,10.1257/pandp.20201017; 10.3386/w26775,Advance Market Commitments; Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience; Advance Market Commitments: Insights from Theory and Experience
Klaus Prettner,2,2,10.1257/pandp.20201017; 10.3386/w26775,Advance Market Commitments; Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience; Advance Market Commitments: Insights from Theory and Experience
Luke Kemp,2,2,10.1016/j.cognition.2021.104941; 10.1016/j.ijdrr.2022.102798,Population ethical intuitions; Long term cost-effectiveness of resilient foods for global catastrophes compared…,Population ethical intuitions; Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety
Madeline McKelway,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Marcella Alsan,2,2,10.1093/ej/uead102; 10.3386/w28726,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…; Selecting the Most Effective Nudge,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia; Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Mark J. D. Jordans,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Maryam Kouchaki,2,2,10.1016/j.cognition.2021.104941; 10.3386/w28106,Population ethical intuitions; The Comparative Impact of Cash Transfers and a Psychotherapy Program…,Population ethical intuitions; The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Matthew J. Kotchen,2,2,10.3386/w26775; 10.3386/w32728,Advance Market Commitments; A Welfare Analysis of Policies Impacting Climate Change,Advance Market Commitments: Insights from Theory and Experience; A Welfare Analysis of Policies Impacting Climate Change
Matthias Kalkuhl,2,2,10.3386/w23928; 10.3386/w32450,Artificial Intelligence and Economic Growth; The Macroeconomic Impact of Climate Change,Artificial Intelligence and Economic Growth; The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Matthias Rodemeier,2,2,10.3386/w30740; 10.3386/w31137,"When do ""Nudges"" Increase Welfare?; Biodiversity Risk","When do ""Nudges"" Increase Welfare?; Biodiversity Risk"
Maulik Jagnani,2,2,10.1257/aeri.20230431; 10.3386/w23929,Money (Not) to Burn; Effects of Emigration on Rural Labor Markets,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning; Effects of Emigration on Rural Labor Markets
Michael Kremer,2,2,10.1257/pandp.20201017; 10.3386/w26775,Advance Market Commitments; Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience; Advance Market Commitments: Insights from Theory and Experience
Michael Kühn,2,2,10.1257/pandp.20201017; 10.3386/w26775,Advance Market Commitments; Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience; Advance Market Commitments: Insights from Theory and Experience
Mika Akesaka,2,2,10.1257/aeri.20210612; 10.3386/w31554,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; Urban Forests,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; Urban Forests: Environmental Health Values and Risks
Ming‐ang Zhang,2,2,10.1257/aer.20221215; 10.3386/w31554,Does the Squeaky Wheel Get More Grease? The Direct and…; Urban Forests,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China; Urban Forests: Environmental Health Values and Risks
Nikita Zakharov,2,2,10.2139/ssrn.4154000; 10.3386/w33018,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…; Misperceptions and Demand for Democracy under Authoritarianism,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US; Misperceptions and Demand for Democracy under Authoritarianism
Peter Schwardmann,2,2,10.2139/ssrn.3938994; 10.3386/w30011,"Information Avoidance and Moral Behavior; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Qiang Ji,2,2,10.1257/aer.20221215; 10.3386/w31137,Does the Squeaky Wheel Get More Grease? The Direct and…; Biodiversity Risk,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China; Biodiversity Risk
Qiang Wang,2,2,10.3386/w23928; 10.3386/w31137,Artificial Intelligence and Economic Growth; Biodiversity Risk,Artificial Intelligence and Economic Growth; Biodiversity Risk
Richard Sedlmayr,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Rob Garlick,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Rohini Pande,2,2,10.3386/w23929; 10.3386/w31162,Effects of Emigration on Rural Labor Markets; Intergenerational Child Mortality Impacts of Deworming,Effects of Emigration on Rural Labor Markets; Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
Samantha Kassirer,2,2,10.1016/j.cognition.2021.104941; 10.3386/w28106,Population ethical intuitions; The Comparative Impact of Cash Transfers and a Psychotherapy Program…,Population ethical intuitions; The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Seán Ó hÉigeartaigh,2,2,10.3386/w26752; 10.48550/arxiv.2305.07153,Stagnation and Scientific Incentives; Towards best practices in AGI safety and governance,Stagnation and Scientific Incentives; Towards best practices in AGI safety and governance: A survey of expert opinion
Shuangyan Li,2,2,10.1257/aer.20221215; 10.3386/w23928,Does the Squeaky Wheel Get More Grease? The Direct and…; Artificial Intelligence and Economic Growth,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China; Artificial Intelligence and Economic Growth
Siddhartha Roy,2,2,10.1093/wbro/lkae010; 10.3386/w26752,The Effect of Lead Exposure on Children’s Learning in the…; Stagnation and Scientific Incentives,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis; Stagnation and Scientific Incentives
Sihan Zhang,2,2,10.1257/aer.20221215; 10.3386/w31554,Does the Squeaky Wheel Get More Grease? The Direct and…; Urban Forests,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China; Urban Forests: Environmental Health Values and Risks
Sofia Amaral,2,2,10.3386/w28106; 10.3386/w28726,The Comparative Impact of Cash Transfers and a Psychotherapy Program…; Selecting the Most Effective Nudge,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being; Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Stefan Dercon,2,2,10.1257/aeri.20210612; 10.3386/w30011,"Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress; The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
