research,criteria,publication_status,main_cause_cat,evaluator,Anonymous,middle_rating,lower_CI,upper_CI,confidence_level,checked_against_source,notes on check against source,evaluator_comment,eval_weight (not used yet),cause areas,Journal publication title,publication_date_unjournal,row_created_date
Banning wildlife trade can boost demand for unregulated threatened species,gp_relevance,"Published, ? journal",Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,80,,,,,,,,"Animal Welfare (markets, attitudes)",Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM
Banning wildlife trade can boost demand for unregulated threatened species,journal_predict,"Published, ? journal",Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,3,,,,,,,,"Animal Welfare (markets, attitudes)",Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM
Banning wildlife trade can boost demand for unregulated threatened species,open_sci,"Published, ? journal",Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,70,,,,,,,,"Animal Welfare (markets, attitudes)",Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM
Banning wildlife trade can boost demand for unregulated threatened species,merits_journal,"Published, ? journal",Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,3,,,,,,,,"Animal Welfare (markets, attitudes)",Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM
Banning wildlife trade can boost demand for unregulated threatened species,overall,"Published, ? journal",Markets for products with large externalities (focus: animal agriculture),Anonymous_8,true,75,,,,,,,,"Animal Welfare (markets, attitudes)",Conservation Letters,2023-05-24,6/7/2024 4:40:59 PM
Biodiversity risk,adv_knowledge,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,70,60,80,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 8:50:36 AM
Biodiversity risk,methods,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,70,60,85,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 8:52:56 AM
Biodiversity risk,logic_comms,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,81,70,91,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 8:52:58 AM
Biodiversity risk,open_sci,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,90,70,100,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:03:34 AM
Biodiversity risk,real_world,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,71,59,80,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 8:53:01 AM
Biodiversity risk,gp_relevance,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,92,85,100,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 8:53:11 AM
Biodiversity risk,merits_journal,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,4,3.5,4.5,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 8:53:14 AM
Biodiversity risk,journal_predict,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,4.5,4,5.0,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:04:58 AM
Biodiversity risk,overall,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 1,true,65,50,80,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 8:53:17 AM
Biodiversity risk,adv_knowledge,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,45,39,50,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Biodiversity risk,methods,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,45,40,50,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Biodiversity risk,logic_comms,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,68,60,75,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Biodiversity risk,open_sci,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,90,80,100,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Biodiversity risk,real_world,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,63,55,70,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Biodiversity risk,gp_relevance,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,86,75,100,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Biodiversity risk,merits_journal,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,3.5,3.1,4.0,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Biodiversity risk,journal_predict,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,4.4,3.3,5.0,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Biodiversity risk,overall,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Anon. Evaluator 2,true,61,51,72,,,,,,"Environment, biodiversity, climate",WP,2024-08-26,8/15/2024 9:06:15 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,95,90,100,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:38:14 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,85,80,90,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,84,75,90,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,75,60,90,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,95,90,100,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,95,90,100,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,4.3,3.7,4.8,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,4.5,4,4.8,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 1,true,90,85,95,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:36:16 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,claims,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,80,72,88,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,88,78,98,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:56 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,78,68,88,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,79,71,87,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,62,52,72,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,90,85,95,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,90,85,95,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,3.9,3.5,4.4,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,4.5,4,5.0,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Evaluator 2,true,83,73,93,,,,,,Economic development & governance (LMICs),WP,2024-12-02,1/2/2025 8:46:43 AM
Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,overall,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",James Dumlao,false,70,50,90,,false,,,,"Innovation, meta-science, & research",WP,2025-06-01,6/5/2025 12:30:16 PM
Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,claims,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",James Dumlao,false,56,45,61,,false,,,,"Innovation, meta-science, & research",WP,2025-06-01,6/5/2025 12:30:16 PM
Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",James Dumlao,false,72,66,84,,false,,,,"Innovation, meta-science, & research",WP,2025-06-01,6/5/2025 12:30:16 PM
Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,methods,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",James Dumlao,false,76,68,85,,,,,,"Innovation, meta-science, & research",WP,2025-06-01,6/5/2025 12:30:16 PM
Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",James Dumlao,false,55,45,70,,,,,,"Innovation, meta-science, & research",WP,2025-06-01,6/5/2025 12:30:16 PM
Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",James Dumlao,false,65,50,79,,,,"My rating here is based on the data and its use, not the study’s experimental design in the field, which (like many experiments) likely has many nuances in implementation.",,"Innovation, meta-science, & research",WP,2025-06-01,6/5/2025 12:30:16 PM
